sort,year,siteid,lat,long,epareg,huc8,era,strorder,doc,no3,tn,tp,area,elev,forest,wetland,urban,ag,roads,pop,shrub,precip,k,mg,na,nh4,no2,sio2,so4,tss,turb,ph,cl,ca,anc,al,cond,ansum,catsum,co3,h,oh,dic,hco3,se,zn
777,2008,OWW04440-0380,37.77833107,-91.03216734,7,7140102,Year2008,3rd,0.88,0.03421,116,4.1963,60.64300156,NA,NA,NA,NA,NA,NA,NA,NA,,0.85,24.61,1.459,0.008,0,12.623,2.76,0.2,0.997,8.32,1.5,40.54,4119.1,3.00E-04,382.1,,,,,,,,,
778,2008,OWW04440-0611,39.92375623,-95.06118003,7,10240005,Year2008,2nd,2.4,3.23088,3544,139.826,9.533880234,318.754,17.524,0.151,4.576,75.226,1.327,2.443,1.365,,2.415,17.5,8.088,0.028,0,20.075,15.21,20.3,14.4,8.15,11.08,73.33,4857.45,3.00E-04,513,,,,,,,,,
779,2008,OWW04440-0587,37.88951196,-93.72079998,7,10290106,Year2008,3rd,1.84,0,240,22.595,213.572998,293.837,51.454,0.425,5.39,40.29,1.46,9.846,2.206,,1.996,24.56,3.498,0.007,0,10.089,9.7,3.4,4.4,8.35,5.42,44,4030.59,9.00E-04,410.12,,,,,,,,,
780,2008,OWW04440-0651,38.48030586,-93.61433623,7,10290108,Year2008,3rd,3.29,0.10085,420,27.4188,77.75710297,258.465,32.844,0.843,4.478,59.29,1.276,4.008,1.601,,6.426,74.49,22.97,0.025,0.00053,10.116,591.08,6.2,5.99,7.93,4.5,146.1,2226.85,9.00E-04,1227,,,,,,,,,
781,2008,FW08MO011,37.02754135,-90.64281884,7,11010007,Year2008,6th,0.72,0.13732,288,13.8538,2604.600098,289.865,86.935,0.512,3.151,5.632,1.019,4.324,2.671,,1.081,16.99,1.97,0.006,0.00146,8.628,8.89,6.2,5.87,8.27,2.33,28.85,2574.43,0.0026,266.68,,,,,,,,,
782,2008,FW08MO012,39.73426795,-93.94027089,7,10280101,Year2008,1st,4.54,0.80007,1349,104.4188,5.396550179,282.68,3.002,0.3,6.405,88.592,2.044,3.449,0,,4.595,11.07,17.84,0.027,0,12.69,18.21,19.8,19.2,8.47,11.73,75,4855.64,3.00E-04,510.9,,,,,,,,,
783,2008,FW08MO023,39.02826524,-93.68118812,7,10300104,Year2008,4th,5.85,1.11403,1956,263.6263,260.4179993,251.754,10.355,0.433,8.553,78.282,1.984,27.386,1.365,,5.721,7.246,13.27,0.022,0.0231,10.844,19.57,34.2,32.3,8.16,18.97,36.55,2228.28,0.0014,317.8,,,,,,,,,
784,2008,FW08MO026,39.21987267,-91.92117078,7,7110006,Year2008,3rd,5.19,0.18625,803,111.441,76.18789673,250.13,19.44,0.593,4.13,73.607,1.294,8.054,1.296,,5.384,9.401,12.63,0.04,0.00101,12.338,55.66,7.8,8.95,7.86,8.86,49.16,2567.81,0.0069,399.01,,,,,,,,,
785,2008,FW08MO035,39.20884366,-92.53459835,7,10300102,Year2008,2nd,7.73,0.03008,694,87.0788,13.88650036,236.32,53.548,0.94,4.968,36.289,1.04,4.856,2.9,,2.384,7.156,4.779,0.021,0,9.658,46.21,28.7,26.3,8.18,1.47,36.39,1627.64,0.0143,257.5,,,,,,,,,
786,2008,FW08MO036,39.09748535,-94.3516648,7,10300101,Year2008,1st,1.63,1.92706,2146,108.6638,4.969799995,268.224,21.007,0,47.791,23.796,6.521,773.51,7.189,,2.351,10.18,20.87,0.01,0,21.171,50.6,11.4,8.29,8.28,23.37,119.5,5865.99,3.00E-04,713.73,,,,,,,,,
787,2008,FW08MO044,37.42968171,-93.24450517,7,10290107,Year2008,1st,2.68,2.2192,2913,210.653,2.290499926,360.693,24.283,0.236,3.694,71.395,1.311,6.462,0.393,,4.458,19.12,6.384,0.024,0.00925,9.039,15.25,122.8,42,8.32,16.36,36.96,3010.5,0.001,371.3,,,,,,,,,
788,2009,WAZP99-0512,32.87100703,-109.1981321,9,15040002,Year2008,6th,0.84,0.6927,934,14.8875,9401.330078,1956.42,47.021,0.141,0.353,0.331,0.446,0.504,51.762,,4.89,9.57,84.56,0.01,0,44.956,100.22,3.6,1.3,8.67,43.53,33.06,3002.68,0.0039,659.56,,,,,,,,,
789,2009,FW08AZ044,34.23975405,-112.0670972,9,15070102,Year2008,5th,1.62,0,134,76,1798.800049,1474.48,23.839,0.206,2.999,0.077,1.029,22.624,72.848,,2.49,37.8,49.69,0.004,0,31.073,76.67,0.2,0.3,8.13,46.19,77.42,6043.61,0.006,836.83,,,,,,,,,
790,2009,FW08AZ090,32.71136818,-114.3204076,9,15070201,Year2008,7th,8.23,0.09775,703,14.7738,81121.89844,1110.97,15.893,0.577,3.774,3.268,0.808,37.525,73.491,,27.36,248.3,1655,0.013,0,34.554,1575.8,2,1.71,7.9,1987.69,431,8789.87,0.0307,10022.19,,,,,,,,,
791,2009,FW08AZ107,32.71967085,-109.0974956,9,15040002,Year2008,6th,1.42,0.12458,315,23.8463,8745.910156,1998.39,49.879,0.144,0.296,0.32,0.446,0.4,48.951,,2.367,105.7,536,0.007,0,29.933,54.13,5.2,5.28,8.25,17.91,488.3,3684.58,0.0043,529.35,,,,,,,,,
792,2009,FW08AZ134,32.89332433,-109.7940786,9,15040005,Year2008,7th,2.93,2.00714,2656,149.7725,24831.5,1792.44,42.449,0.199,0.669,0.995,0.456,1.585,55.308,,10.9,20.51,243.4,0.02,0,39.708,139.24,67.3,34.59,8.16,303.54,70.91,4870.39,0.0043,1726.54,,,,,,,,,
793,2009,FW08AZ139,33.02098181,-109.2997034,9,15040004,Year2008,6th,1.36,0,151,63.7988,7067.540039,2067.78,69.473,0.16,0.503,0.017,0.48,0.519,29.439,,16.01,13.67,187.1,0.005,0,38.366,19.92,13,5.96,8.2,423.8,89.33,3075.2,0.0036,1674.61,,,,,,,,,
794,2008,FW08RIA9038,40.60776761,-91.68335794,7,7100009,Year2008,3rd,4.19,0.01174,312,37.2138,42.49420166,207.046,53.48,0.292,5.012,37.404,0.957,3.128,3.593,,4.708,16.6,7.989,0.007,0,12.063,31.63,1.8,2.69,8.3,8.91,65.24,3888.58,3.00E-04,447,,,,,,,,,
795,2008,FW08RIA9060,40.58214489,-94.14788494,7,10280101,Year2008,3rd,6.37,0.33838,1007,128.7875,158.5379944,347.987,8.166,0.436,4.731,84.466,1.181,2.338,1.658,,6.103,12.37,10.63,0.039,0.00425,14.35,18.65,11.8,11.7,8.16,9.23,51.12,3534.58,3.00E-04,404.5,,,,,,,,,
796,2008,FW08RIA9037,40.83458174,-93.8599366,7,10280102,Year2008,4th,4.48,0.24981,788,115.61,253.371994,341.13,18.113,0.819,4.457,73.803,1.167,4.235,2.614,,5.122,15.98,10.15,0.02,0,16.033,26.63,7.5,11.2,8.31,6.21,75.4,4974.72,3.00E-04,518.5,,,,,,,,,
797,2008,FW08RKS9002,38.4925,-96.583333,7,11070203,Year2008,2nd,1.08,0.0307,156,13.6,13.01710033,441.671,1.092,0.325,0.968,8.159,0.699,0,88.549,,1.419,12.98,7.039,0.006,0,13.191,17.76,2,1.68,8.39,2.04,88.22,5645.78,3.00E-04,536.5,,,,,,,,,
798,2008,FW08RKS9003,39.73790724,-101.8768828,7,10250003,Year2008,4th,5.26,0.05413,730,76.3113,5598.839844,1349.55,0.056,0.515,3.461,51.967,0.782,0.813,43.904,,9.207,18.73,44.56,0.059,0,50.847,25.73,19,10.8,8.56,18.91,52.51,5730.89,3.00E-04,605.2,,,,,,,,,
799,2008,FW08RKS9888,39.54454681,-95.7311285,7,10270103,Year2008,3rd,3.6,0.53932,632,130.3275,58.66030121,350.5,12.39,0.27,3.894,68.342,1.251,3.7,14.413,,3.514,18.11,16.47,0.027,0.00093,18.698,77.92,6.6,4.2,8.38,13.61,91.09,5399.46,3.00E-04,666.9,,,,,,,,,
800,2008,FW08RKS9999,39.08720874,-95.29023053,7,10270104,Year2008,3rd,2.95,0.9198,1493,82.7838,43.10639954,326.942,27.598,0.125,3.451,64.477,1.06,6.598,3.396,,3.159,12.28,7.201,0.014,0,13.855,31.29,22,16.8,8.43,5.94,88.51,5240.1,3.00E-04,558.1,,,,,,,,,
801,2008,FW08RMO9003,36.70940739,-90.6967141,7,11010008,Year2008,1st,1.13,0.04052,201,10.0413,6.748459816,157.189,91.415,3.925,2.403,1.162,0.603,0,1.068,,0.914,15.68,1.816,0.047,0.00124,8.982,2.5,2.7,2.5,8.22,2.03,27,2757.01,0.0019,265.4,,,,,,,,,
802,2008,FW08RMO9006,37.87068546,-91.92974504,7,10290203,Year2008,4th,0.94,0.33511,466,2.7788,90.55770111,311.721,83.202,0.054,3.04,11.87,0.877,3.379,1.812,,1.085,16.65,1.944,0.009,0.00064,3.06,3.97,0.9,1.32,8.32,2.96,28.28,2848.15,3.00E-04,276.2,,,,,,,,,
803,2008,FW08RNE9010,42.76731871,-103.927579,7,10120108,Year2008,1st,0.96,0.55785,759,55.7563,10.26449966,1479.73,53.871,0.201,0,0,0.652,0,45.928,,5.869,9.158,5.343,0.016,0,60.934,1.39,22.5,11.6,8.54,0.93,48.22,3613.22,3.00E-04,332.4,,,,,,,,,
804,2008,FW08RNE9011,42.6905792,-103.5487203,7,10140201,Year2008,2nd,1.05,0.02717,171,29.1938,29.27770042,1404.24,8.707,0.32,0,0,0.191,0.306,90.973,,5.801,7.49,7.248,0.018,0,14.969,2.78,8.9,5.39,8.56,0.99,50.33,3578.2,9.00E-04,334.1,,,,,,,,,
805,2008,FW08RNE9999,42.44965649,-103.2627373,7,10150002,Year2008,5th,2.67,0.64682,1041,27.1063,3519.75,1461.34,0.436,0.817,0.942,5.751,0.376,0.712,92.005,,7.218,8.862,24.71,0.036,0.00368,12.595,9.59,10.4,9.65,8.53,4.44,46.78,4061.44,0.0045,405.9,,,,,,,,,
806,2008,FW08RNE9024,40.48034137,-101.583417,7,10250005,Year2008,1st,1.86,0.71147,1159,55.62,2722.070068,1142.65,0.104,0.093,3.679,71.229,0.979,2.135,24.827,,11.9,14.18,14.84,0.028,0.0033,51.269,25.32,44.8,24.4,8.53,3.72,43.14,3778.05,3.00E-04,404.7,,,,,,,,,
807,2008,FW08RNE9022,40.11065926,-97.05786967,7,10270207,Year2008,3rd,4.66,2.40595,3013,302.2338,41.90240097,432.82,4.018,0.107,4.827,54.064,1.386,2.092,36.775,,9.48,16.32,38.96,0.032,0,10.353,86.09,14.4,13,8.4,16.89,79.58,4875.4,3.00E-04,663.4,,,,,,,,,
808,2009,FW08ND081,47.09668968,-101.8016702,8,10130201,Year2008,3rd,11.06,0,813,34.3788,57.00930023,686.25,0.317,1.237,3.921,58.202,1.315,0.291,36.122,,16.03,69.9,195.4,0.026,0,8.485,781.06,5.5,7.56,8.26,9.23,140.8,5635.33,0.002,1931.22,,,,,,,,,
809,2008,FW08RKS9777,39.10655601,-96.60643503,7,10270101,Year2008,2nd,0.83,0.03744,223,24.495,15.96679974,387.777,10.082,0.648,1.133,0,0.6,1.96,88.138,,1.242,19.91,5.523,0.006,0,15.198,31.49,1.2,1.41,8.36,1.9,100.4,6094.09,3.00E-04,632.1,,,,,,,,,
810,2008,WIDP99-0690,46.86031503,-116.0390442,10,17060308,Year2008,2nd,1.33,0.03632,106,4.0863,12.80609989,1360.77,19.166,0,0,0,0.983,0,80.833,,0.275,0.297,1.143,0.002,0,11.539,0.23,0.7,0.49,6.88,0.1,0.918,114.86,0.0264,12.18,,,,,,,,,
811,2008,WIDP99-0690,46.86031503,-116.0390442,10,17060308,Year2008,2nd,1.25,0.02912,111,2.4888,12.80609989,NA,NA,NA,NA,NA,NA,NA,NA,,0.38,0.361,1.238,0.004,0,12.738,0.22,0.7,3.09,7.25,0.11,1.015,141.7,0.0256,13.48,,,,,,,,,
812,2008,WIDP99-0611,45.07920575,-116.0947575,10,17050123,Year2008,2nd,1.42,0.00385,79,2.48,38.77360153,2139.29,51.032,0.861,0,0,0.516,0.046,46.525,,0.273,0.158,0.932,0.002,0,6.263,0.35,0,0.18,6.77,0.08,1.112,103.4,0.0247,12.34,,,,,,,,,
813,2008,WIDP99-0611,45.07920575,-116.0947575,10,17050123,Year2008,2nd,1.82,0.00209,89,1.5888,38.77360153,NA,NA,NA,NA,NA,NA,NA,NA,,0.351,0.13,0.713,0.003,0,4.102,0.51,1.3,2.99,6.8,0.15,0.897,80.42,0.0144,11.41,,,,,,,,,
814,2008,WIDP99-0700,42.90979506,-112.327078,10,17040208,Year2008,1st,2.13,0.23197,644,90.8919,4.616370201,1836.01,9.536,0,0,6.084,0.392,0,84.38,,1.636,30.88,33.04,0.013,0,30.357,33.79,107.3,39.7,8.52,46.53,91.43,6607.8,3.00E-04,771.65,,,,,,,,,
815,2008,WIDP99-0768,42.00729662,-115.2197238,10,17050102,Year2008,3rd,2.12,0.01532,253,46.2513,80.73490143,2202.63,3.239,0,0,0,0.307,0,96.76,,3.432,1.1,5.577,0.005,0,46.009,0.98,5.4,6.55,7.91,1.13,4.912,584.38,0.0339,63.28,,,,,,,,,
816,2008,WIDP99-0605,45.02324849,-114.4461665,10,17060206,Year2008,1st,1.13,0.00576,105,11.1375,6.079500198,2252.24,92.761,0,0,0,1.128,0,7.239,,0.935,3.332,2.617,0.006,0,13.236,2.14,0,0.975,7.89,0.34,12.2,992.02,0.0117,100.7,,,,,,,,,
817,2008,FW08ID024,42.17904009,-114.2219629,10,17040212,Year2008,1st,1.39,0.04363,148,53.5763,3.37229991,2233.02,19.91,0,6.031,0,1.894,0,74.059,,1.706,1.651,3.066,0.011,0,22.422,1.81,2,1.74,8.17,1.7,36.44,2138.52,0.0056,214.43,,,,,,,,,
818,2008,FW08ID036,43.60292561,-115.5733393,10,17050113,Year2008,2nd,0.65,0.0809,176,14.0225,15.06919956,2183.6,27.616,0,0,0,0,0,72.384,,0.314,0.733,2.208,0.009,0,15.212,0.61,1.2,0.965,7.72,0.11,4.087,362.45,0.0065,40.29,,,,,,,,,
819,2008,FW08ID044,42.7527138,-116.0743669,10,17050102,Year2008,4th,1.41,0.01794,140,36.84,199.1909943,1655.94,0.008,0.004,0,0,0.069,0,99.895,,3.671,2.864,9.928,0.011,0,48.049,5.11,0.1,2.77,8.32,4.77,10.15,1036.19,0.0342,135.5,,,,,,,,,
820,2008,FW08ID053,44.84403732,-113.8166768,10,17060204,Year2008,2nd,1.85,0.00257,73,3.1763,6.027359962,2702.17,69.405,0,0,0,0,0,14.237,,0.335,0.5,1.378,0.009,0,8.874,0.47,2,1.347,7.22,0.15,2.311,197.51,0.0183,23.28,,,,,,,,,
821,2008,FW08ID008,42.0474638,-114.4203312,10,17040213,Year2008,3rd,2.37,0,197,46.3238,60.12549973,1948.34,0.858,1.106,0,0.513,0.916,0,97.523,,2.364,6.803,3.737,0.008,0,25.037,3,3.6,4.01,8.47,2.46,28.14,2117.09,0.0103,214.43,,,,,,,,,
822,2008,FW08ID034,42.46121104,-111.9125695,10,16010202,Year2008,2nd,0.82,0.07283,206,14.9119,13.53499985,2299.25,79.516,0,0,0,0,0,20.484,,0.856,7.596,3.12,0.01,0,12.092,2.64,5.3,2.92,8.36,2.43,68.48,3950.58,3.00E-04,380.85,,,,,,,,,
823,2008,FW08ID057,43.31272807,-114.1155635,10,17040221,Year2008,4th,1.18,0.85051,1106,0.9431,123.3290024,1550.38,1.467,5.156,4.076,34.736,0.825,3.896,54.112,,0.923,13.63,4.919,0.01,0.00667,14.638,19.2,0.3,0.51,8.5,3.23,43.09,2925.43,3.00E-04,331.36,,,,,,,,,
824,2008,FW08ID061,44.20986481,-115.5467376,10,17050120,Year2008,1st,0.23,0.02571,74,7.206,2.339099884,2089.36,27.934,0,0,0,0,0,72.066,,0.272,0.443,2.891,0.002,0,17.63,0.38,1.3,0.61,7.74,0.1,6.442,478.64,3.00E-04,46.96,,,,,,,,,
825,2009,FW08RMT9013,48.92267492,-108.38435,8,10050010,Year2008,4th,10.18,0,758,21.0488,822.0460205,964.134,0.01,1.53,0.996,34.564,0.276,0.126,47.233,,12.99,68.27,244.7,0.014,0,9.35,468.15,0.8,1.34,8.44,77.63,53.94,7440.68,0.005,1760.02,,,,,,,,,
826,2009,FW08MT059,48.14320727,-112.1246251,8,10030203,Year2008,2nd,17.54,0.01055,1399,37.9588,89.71929932,1222.26,0,0.614,1.518,55.181,0.801,0.546,42.584,,16.05,540.1,333.5,0.025,0,0.397,2849.23,0.9,2.69,8.26,39.09,232.3,7728.69,0.0023,4649.09,,,,,,,,,
827,2009,FW08ND118,47.21306694,-101.6901873,8,10130201,Year2008,4th,15.81,0,1086,49.31,303.9609985,651.647,1.059,1.83,2.993,44.763,1.027,0.541,48.953,,16.6,78.42,293.7,0.026,0,6.707,841.92,7.8,7.72,8.29,10.11,114,7334.33,0.0041,2187.5,,,,,,,,,
828,2009,WMTP99-0804,48.22390983,-105.5177517,8,10060001,Year2008,4th,7.26,0,608,32.5863,295.901001,797.38,0.002,1.732,4.026,46.26,0.468,0.273,47.969,,7.772,45.21,174.2,0.011,0,12.023,219.67,0.4,0.93,8.4,16.93,54.65,8826.11,0.001,1255.37,,,,,,,,,
829,2009,FW08AZ194,31.56235429,-111.0460433,9,15050301,Year2008,5th,5.66,4.04543,5169,4014.031,2632.070068,1385.71,8.022,0.201,2.008,0.43,0.678,13.361,50.617,,14.11,8.684,84.46,0.082,0.0032,44.355,87.32,10.6,5.11,8.15,52.95,51.24,3446.05,0.0094,726.33,,,,,,,,,
830,2009,WAZP99-0512,32.87100703,-109.1981321,9,15040002,Year2008,6th,0.82,0.62999,819,20.2731,9401.330078,NA,NA,NA,NA,NA,NA,NA,NA,,5.412,9.807,83.04,0.016,0.00383,47.371,103.65,3,1.03,8.65,44.43,33.22,3004.43,0.0013,655.74,,,,,,,,,
831,2009,FW08AZ019,32.40882122,-111.1606295,9,15050303,Year2008,6th,7.23,5.78473,23244,4132.356,8837.320313,1208.21,7.253,0.182,8.885,1.027,1.621,94.236,69.666,,22.71,9.391,120.9,16.65,0.27368,36.92,124.21,25,15.61,7.89,125.72,58.4,3920.33,0.0148,1112.59,,,,,,,,,
832,2009,FW08ND142,46.4305193,-102.1681364,8,10130204,Year2008,4th,11.01,0,740,20.2788,557.1660156,786.712,0.073,0.579,4.014,78.41,1.134,0.418,16.783,,21.09,88.39,332.7,0.016,0,1.641,944.9,2.3,1.91,8.33,14.05,122.2,6592.03,0.005,2293,,,,,,,,,
833,2009,FW08ND064,47.16788712,-102.6457541,8,10130201,Year2008,4th,14.58,0,994,42.5363,327.2120056,739.97,2.006,0.388,1.407,26.319,0.78,0.488,69.511,,20.9,48.04,529.5,0.025,0,0.199,875.7,2,10.44,8.59,5.95,47.96,9720.68,0.0016,2549.18,,,,,,,,,
834,2009,WCOP01-0838,40.19171518,-105.2005421,8,10190005,Year2008,4th,4.31,0.04413,314,32.4,589.1560059,2676.66,63.091,1.525,1.436,1.381,0.596,7.101,19.134,,0.586,1.92,3.324,0.012,0,5.601,13.27,10.1,2.2,7.32,2.65,9.64,425.8,0.0444,87.65,,,,,,,,,
835,2009,FW08MS013,32.80646117,-88.55027714,4,3160108,Year2008,1st,7.39,0.00915,989,187.9125,1.564200044,88.643,70.829,1.899,3.97,8.343,0.631,0,12.658,,4.587,20.65,19.7,0.111,0.00302,8.866,127.47,407.6,99,7.34,20.39,21.62,665.28,7.00E-04,422.39,,,,,,,,,
836,2009,FW08MS008,34.00165749,-88.51833182,4,3160101,Year2008,6th,3.32,0.01221,276,44.9375,3174.870117,125.77,49.13,9.716,5.355,17.597,1.461,17.365,15.672,,1.502,1.755,2.52,0.006,0,7.499,7.37,14.5,9.21,7.72,2.95,11.76,671.61,0.0047,102.36,,,,,,,,,
837,2009,FW08MS009,31.05988801,-88.88820272,4,3170006,Year2008,1st,5.57,0.00506,375,80.8619,1.630800009,69.187,62.251,20.143,4.415,0,1.72,0,13.19,,0.6,0.784,2.021,0.013,0,10.731,2.91,102.5,76.73,6.07,4.23,1.022,42.43,0.0951,29.44,,,,,,,,,
838,2009,FW08MS020,31.19723352,-89.69055391,4,3180004,Year2008,1st,4.31,0.02896,238,9.0975,0.893700004,104.414,43.505,26.586,2.719,2.014,0.768,0,25.176,,0.345,0.343,1.316,0.025,0,10.411,0.67,6.4,3.55,5.99,2.63,0.511,20.43,0.084,16.37,,,,,,,,,
839,2009,FW08AZ019,32.40882122,-111.1606295,9,15050303,Year2008,6th,6.59,7.83164,21725,3451.325,8837.320313,NA,NA,NA,NA,NA,NA,NA,NA,,19.09,10.55,150.4,10.861,2.23223,37.249,134.45,7.9,2.36,8.01,139.74,58.25,3463.31,0.0102,1181.13,,,,,,,,,
840,2009,FW08AZ022,33.29395085,-109.494703,9,15040005,Year2008,5th,1.39,0.01275,133,88.3175,969.625,1909.71,68.521,0.316,0.459,0.001,0.379,0.01,30.653,,2.527,12.11,9.289,0.006,0,37.712,4.94,2.8,1.25,8.4,2.45,22.78,2413.77,0.0095,246.79,,,,,,,,,
841,2009,FW08AZ075,33.10544383,-109.299405,9,15040004,Year2008,6th,1.48,0,134,72.1681,6920.660156,2079.76,70.662,0.162,0.412,0.017,0.478,0.335,28.631,,4.838,13,52.45,0.008,0,39.854,17.5,5.6,3.87,8.25,72.24,45.91,3290.72,0.0044,577.09,,,,,,,,,
842,2009,FW08AZ171,33.67588001,-109.0840924,9,15040004,Year2008,4th,1.46,0,100,82.5369,312.4330139,2370.34,96.859,0.06,0.386,0,1.497,0.057,2.676,,0.63,9.38,15.39,0.001,0,30.04,3.96,0.7,0.17,8.46,2.38,37.57,3070.17,0.0058,302.44,,,,,,,,,
843,2009,OWW04440-0014,34.71586192,-85.61116941,4,6030001,Year2008,1st,2.25,0.77292,1143,53.3325,2.695499897,507.95,50.617,0.267,5.242,37.062,2.242,15.211,6.811,,4.316,1.181,4.359,0.049,0.00845,4.51,9.41,7.4,3.25,6.94,5.65,3.904,160.54,0.0141,70.54,,,,,,,,,
844,2009,FW08AL012,34.95092177,-87.042028,4,6030004,Year2008,7th,1.58,1.08983,1306,174.2488,4788.279785,292.524,44.613,0.946,6.519,42.103,1.627,23.028,4.379,,1.83,5.05,2.454,0.007,0.00549,2.98,9.47,6.6,3.14,8.15,5.45,43.9,2274.21,0.0113,269.17,,,,,,,,,
845,2009,FW08AL028,34.90862922,-87.06229652,4,6030004,Year2008,7th,1.59,1.02523,1273,170.805,4960.100098,290.872,45.083,0.945,6.432,41.713,1.616,22.693,4.429,,1.693,5.01,2.382,0.006,0.00586,2.916,9.47,5.8,2.47,8.19,5.25,44.56,2318.25,0.0101,272.18,,,,,,,,,
846,2009,FW08DE009,39.83429874,-75.57709346,3,2040205,Year2008,5th,2.21,3.2224,3638,111.7413,767.0570068,144.607,32.818,1.723,22.828,34.819,4.049,230.096,7.268,,3.62,9.941,16.45,0.021,0.02105,10.399,19.7,4.5,1.51,7.98,38.89,24.37,1128.62,0.0103,322.68,,,,,,,,,
847,2009,FW08IN007,39.43393657,-87.12165125,5,5120203,Year2008,1st,2.32,3.55021,4394,80.5063,8.436739922,191.185,15.892,0.053,11.205,72.359,2.98,6.392,0,,4.345,68.15,19.44,0.319,0.06124,11.742,570.3,68.2,47,7.33,33.86,144.3,661.25,0.005,1230.67,,,,,,,,,
848,2009,FW08IN012,39.18727431,-85.34940476,5,5120207,Year2008,1st,2.07,8.19951,8869,36.7138,3.011399984,298.198,18.709,0,4.812,76.479,1.701,10.962,0,,1.937,16.89,13.89,0.03,0.038,12.722,21.47,1.8,5.9,8.03,33.79,44.18,2220.26,0.0052,441.97,,,,,,,,,
849,2009,FW08IN019,39.77823548,-86.44708256,5,5120201,Year2008,1st,2.82,0.98646,1326,27.96,12.47469997,275.535,5.202,0.282,4.428,88.28,1.438,86.291,1.773,,2.115,22.85,11.8,0.019,0,5.848,24.03,0.2,1.65,8.39,24.33,71.19,4662.44,0.0022,561.41,,,,,,,,,
850,2009,FW08IN021,41.04920995,-85.72037122,5,5120104,Year2008,4th,5.75,1.56277,2223,98.4025,899.4169922,263.596,10.745,1.426,8.289,78.234,1.935,38.139,0.462,,3,23.33,15.15,0.038,0,7.026,60.28,8.6,8.27,8.06,24.96,89.31,4920.18,0.0044,668.46,,,,,,,,,
851,2009,FW08IN027,40.01111906,-86.89988443,5,5120110,Year2008,1st,2.87,0,15969,199.82,2.156399965,247.402,2.379,0,0.835,96.578,0.264,26.486,0.209,,2.684,19.04,4.448,0.958,0.07276,9.491,48.36,45.8,36.85,8.01,18.15,58.97,3074.65,0.0026,507.29,,,,,,,,,
852,2009,FW08IN039,40.13717208,-85.20353058,5,5120201,Year2008,2nd,2.66,1.94823,5081,77.5488,58.71590042,339.463,8.235,0.055,5.499,85.525,1.543,7.488,0.63,,2.175,28.7,6.379,0.091,0,5.534,33.53,22,7.97,8.12,15.79,71.52,4889.51,0.0013,577.74,,,,,,,,,
853,2009,FW08MI020,42.5522966,-82.58845921,5,4090002,Year2008,5th,1.4,0.26881,430,2.1125,3056.919922,229.94,18.121,8.68,9.958,60.402,1.989,54.772,1.775,,1.137,7.72,4.431,0.013,0.00396,1.345,16.36,1.6,0.71,8.23,7.42,25.02,1526.83,0.001,219.9,,,,,,,,,
854,2009,FW08IN031,40.71212718,-86.85060697,5,5120106,Year2008,3rd,2.01,7.86484,8369,21.3025,130.4140015,216.274,1.094,0,5.141,93.558,1.43,3.938,0.061,,1.497,29.64,7.642,0.013,0,4.796,51.36,6.2,4.23,8.28,23.49,87.81,4857.25,0.0016,677.81,,,,,,,,,
855,2009,FW08LA050,32.56400043,-93.32062099,6,11140203,Year2008,6th,11.97,0.19265,809,145.8494,2821.850098,83.591,67.807,8.059,6.24,5.38,1.174,15.387,11.674,,2.628,1.816,9.906,0.05,0.00527,10.057,3.68,5,15.78,6.76,14.87,4.469,248.83,0.0311,94.2,,,,,,,,,
856,2009,FW08LA059,29.90427145,-92.11600337,6,8080103,Year2008,4th,7.35,0.54669,1279,284.685,4205.279785,19.91,10.014,26.887,12.312,42.653,2.016,77.637,6.74,,4.132,8.257,16.95,0.068,0.07252,10.581,13.06,22.5,23.53,7.76,20.07,20.95,1588.65,0.0044,260.12,,,,,,,,,
857,2009,FW08LA062,31.36398535,-93.19880578,6,11140207,Year2008,1st,1.67,0.00411,93,20.0213,2.063699961,107.66,69.297,1.396,1.483,0,0.71,0,27.431,,1.58,0.654,6.324,0.003,0,54.578,6.86,15.2,8.07,7.41,4.31,2.053,231.29,0.0104,57.8,,,,,,,,,
858,2009,FW08LA072,30.60083047,-91.87677331,6,8080102,Year2008,4th,7.91,0.22691,1264,196.8063,1305.189941,15.236,0.18,29.098,6.529,62.784,1.24,37.363,0.695,,5.497,17.37,25.67,0.052,0.01058,14.107,18.23,13.8,7.71,8.14,30.4,38.65,3203.93,0.0011,444,,,,,,,,,
859,2009,FW08LA073,32.52847604,-92.0439915,6,8040207,Year2008,3rd,7.86,0,1089,73.9463,4424.359863,52.048,34.633,16.939,6.279,27.355,1.241,25.876,13.356,,3.058,2.328,5.264,0.011,0,1.734,1.5,5.9,7.83,8,5.65,6.114,529.62,0.005,81.58,,,,,,,,,
860,2009,FW08LA079,30.1777723,-93.05098255,6,8080206,Year2008,1st,13.41,0.00748,4047,438.6944,1.957010031,NA,NA,NA,NA,NA,NA,0,NA,,3.232,33.28,141.6,0.137,0,7.566,74.98,204.4,81.22,7.82,205.81,41.18,3152.06,0.0014,1131.84,,,,,,,,,
861,2009,FW08LA092,32.49502418,-91.51857854,6,8050001,Year2008,2nd,10.28,0.00172,789,307.1638,9.6563797,27.494,1.649,30.989,4.156,63.16,1.362,11.545,0.047,,2.759,1.709,1.136,0.031,0,2.783,0.32,15.3,2.95,7.2,0.84,5.31,455.19,0.0122,57.14,,,,,,,,,
